"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","plantedSeedlotStockDbId","plantedSeedlotStockUniquename","plantedSeedlotCurrentCount","plantedSeedlotCurrentWeightGram","plantedSeedlotBoxName","plantedSeedlotTransactionCount","plantedSeedlotTransactionWeight","plantedSeedlotTransactionDescription","availableGermplasmSeedlotUniquenames","Chalk impact|LSU_01:0000108","Chalky seeds|LSU_01:0000107","Days to heading|LSU_01:0000130","Emergence date|LSU_01:0000128","Grain length average|LSU_01:0000102","Grain length-width ratio average|LSU_01:0000105","Grain thickness average|LSU_01:0000104","Grain whiteness average|LSU_01:0000106","Grain width average|LSU_01:0000103","Harvest moisture|LSU_01:0000136","Harvest weight|LSU_01:0000137","Heading date|LSU_01:0000129","Plant height|LSU_01:0000132","Plot stand2|LSU_01:0000134","Plot stand|LSU_01:0000133","Ratoon moisture|LSU_01:0000139","Ratoon weight|LSU_01:0000140","Ratoon yield|LSU_01:0000141","Seedling vigor|LSU_01:0000131","Total milling percentage|LSU_01:0000101","Whole milling percentage|LSU_01:0000100","Yield|LSU_01:0000138","notes"
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","47612","192L1410","","plot","126185","19CLPYL1259","2","2","1259","21","34","test","","","","","","","","","","","","","87","96","","","","","","16.26","13.14","183","93","","80","13.57","2.25","1527","3","","","8646.8",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","44181","192L1126","","plot","126246","19CLPYL126","1","1","126","6","25","test","","","","","","","","","","","15.63","10.2","84","96","6.94","2.89","2.07","39.4","2.4","16.32","13.99","180","105","","80","11.41","2.95","2053","3","69.1","63.03","9199.81",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","52156","192L1253","","plot","126669","19CLPYL1260","2","2","1260","21","35","test","","","","","","","","","","","","","85","95","","","","","","14.29","13.71","180","104","","80","12.93","1.84","1258","3","","","9236.33",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","50457","192L1519","","plot","127178","19CLPYL1261","2","2","1261","21","36","test","","","","","","","","","","","","","75","96","","","","","","10.59","9.84","171","88","","75","11.34","2.87","2002","3","","","6915.37",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","57513","192L1115","","plot","126387","19CLPYL1262","2","2","1262","21","37","test","","","","","","","","","","","","","86","96","","","","","","13.95","14.25","182","100","","80","12.47","3.09","2123","3","","","9638.12",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","49637","192L1683","","plot","126065","19CLPYL1263","2","2","1263","21","38","test","","","","","","","","","","","","","89","95","","","","","","18.77","12.11","184","99","","80","13.91","3.71","2510","4","","","7729.72",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","46094","192L1436","","plot","126930","19CLPYL1264","2","2","1264","21","39","test","","","","","","","","","","","","","82","95","","","","","","14.3","12.71","177","102","","80","15.78","2.15","1422","4","","","8558.44",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","43977","192L1484","","plot","125882","19CLPYL1265","2","2","1265","21","40","test","","","","","","","","","","","","","87","95","","","","","","15.32","14.51","182","105","","80","15.18","1.91","1276","4","","","9655.68",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","41950","192L1376","","plot","126875","19CLPYL1266","2","2","1266","21","41","test","","","","","","","","","","","","","84","95","","","","","","16","15.13","179","97","","75","14.74","1.84","1232","4","","","9985.48",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","44784","192L1215","","plot","126567","19CLPYL1267","2","2","1267","21","42","test","","","","","","","","","","","","","88","95","","","","","","19.9","14.32","183","108","","80","15.19","2.53","1684","3","","","9011.4",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","53975","192L1160","","plot","127251","19CLPYL1268","2","2","1268","21","43","test","","","","","","","","","","","","","86","95","","","","","","16.52","14.32","181","115","","80","15.82","2.67","1765","3","","","9394.12",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","47561","192L1666","","plot","125922","19CLPYL1269","2","2","1269","21","44","test","","","","","","","","","","","","","83","96","","","","","","12.94","12.75","179","87","","80","17.13","2.54","1656","3","","","8720.76",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","43504","192L1127","","plot","126294","19CLPYL127","1","1","127","6","24","test","","","","","","","","","","","18.9","14.4","88","96","6.77","2.75","1.9","39.4","2.46","16.83","14.68","184","109","","70","12.15","2.64","1820","4","69.44","64.4","9597.48",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","47756","192L1102","","plot","127139","19CLPYL1270","2","2","1270","21","45","test","","","","","","","","","","","","","88","95","","","","","","17.66","13.09","183","98","","80","19.88","3.28","2066","3","","","8471.19",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","55541","192L1568","","plot","126922","19CLPYL1271","2","2","1271","21","46","test","","","","","","","","","","","","","87","96","","","","","","17.47","12.62","183","100","","80","18.16","3.23","2075","4","","","8185.22",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","46443","192L1328","","plot","126468","19CLPYL1272","2","2","1272","21","47","test","","","","","","","","","","","","","79","95","","","","","","16.4","13.46","174","100","","80","19.67","2.06","1301","2","","","8845.5",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","56389","192L1108","","plot","126447","19CLPYL1273","2","2","1273","21","48","test","","","","","","","","","","","","","88","96","","","","","","21.51","15.42","184","105","","80","20.54","3.12","1947","4","","","9509.17",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","56710","192L1486","","plot","125820","19CLPYL1274","2","2","1274","21","49","test","","","","","","","","","","","","","79","95","","","","","","19.03","16.18","174","102","","80","19.16","3.38","2146","3","","","10297.5",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","49562","192L1290","","plot","126303","19CLPYL1275","2","2","1275","21","50","test","","","","","","","","","","","","","81","95","","","","","","20.45","14.96","176","105","","90","19.18","3.81","2421","3","","","9354.43",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","60216","192L1023","","plot","127104","19CLPYL1276","2","2","1276","22","50","test","","","","","","","","","","","","","89","96","","","","","","21.75","14.3","185","109","","80","20.35","3.8","2376","4","","","8792.2",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","48911","192L1331","","plot","127017","19CLPYL1277","2","2","1277","22","49","test","","","","","","","","","","","","","84","95","","","","","","18.7","13.62","179","99","","80","18.28","3.67","2354","2","","","8702.24",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","46166","192L1348","","plot","127084","19CLPYL1278","2","2","1278","22","48","test","","","","","","","","","","","","","91","95","","","","","","23.3","14.36","186","105","","80","20.74","3.57","2224","3","","","8655.47",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","58516","192L1565","","plot","125857","19CLPYL1279","2","2","1279","22","47","test","","","","","","","","","","","","","84","95","","","","","","16.78","12.31","179","103","","80","19.14","2.74","1738","3","","","8049.05",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","44111","192L1128","","plot","126535","19CLPYL128","1","1","128","6","23","test","","","","","","","","","","","9.99","7.8","91","95","6.83","2.83","2.21","37.2","2.41","18.63","14.52","186","115","","80","14.07","2.97","2005","3","70.26","64.5","9285.02",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","60124","192L1445","","plot","126477","19CLPYL1280","2","2","1280","22","46","test","","","","","","","","","","","","","84","96","","","","","","16.99","12.38","180","98","","80","19.31","2.78","1761","3","","","8077.95",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","58066","192L1074","","plot","125868","19CLPYL1281","2","2","1281","22","45","test","","","","","","","","","","","","","84","95","","","","","","14.99","13.66","179","97","","80","18.61","1.82","1163","4","","","9127.51",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","55598","192L1640","","plot","126296","19CLPYL1282","2","2","1282","22","44","test","","","","","","","","","","","","","84","95","","","","","","13.94","13.97","179","94","","80","19.41","1.72","1092","4","","","9450.68",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","60941","192L1444","","plot","126499","19CLPYL1283","2","2","1283","22","43","test","","","","","","","","","","","","","86","95","","","","","","14.75","13.74","181","110","","80","13.04","1.92","1312","3","","","9203.01",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","52875","192L1249","","plot","127107","19CLPYL1284","2","2","1284","22","42","test","","","","","","","","","","","","","83","95","","","","","","15.91","13.83","178","101","","80","14.22","2.68","1806","4","","","9136.15",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","49772","192L1463","","plot","126460","19CLPYL1285","2","2","1285","22","41","test","","","","","","","","","","","","","84","95","","","","","","16.57","15.54","179","104","","90","13.81","2.86","1938","3","","","10188.1",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","59921","192L1314","","plot","126364","19CLPYL1286","2","2","1286","22","40","test","","","","","","","","","","","","","84","96","","","","","","14.08","14.54","180","105","","80","13.86","1.73","1171","4","","","9814.25",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","58517","192L1537","","plot","126419","19CLPYL1287","2","2","1287","22","39","test","","","","","","","","","","","","","90","95","","","","","","16.32","15.1","185","105","","80","15.67","2.25","1488","3","","","9928.24",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","50090","192L1324","","plot","125791","19CLPYL1288","2","2","1288","22","38","test","","","","","","","","","","","","","84","96","","","","","","15.68","14.22","180","99","","75","13.4","3.54","2406","5","","","9423.47",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","53631","192L1654","","plot","126120","19CLPYL1289","2","2","1289","22","37","test","","","","","","","","","","","","","82","96","","","","","","14.57","12.45","178","101","","80","12.58","2.41","1656","4","","","8360.48",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","56128","192L1129","","plot","125850","19CLPYL129","1","1","129","6","22","test","","","","","","","","","","","10.45","7.8","88","97","6.99","2.88","2.06","39.4","2.43","17.06","13.86","185","112","","70","11.71","2.38","1654","4","70.82","64.99","9033.16",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","47462","192L1735","","plot","126239","19CLPYL1290","2","2","1290","22","36","test","","","","","","","","","","","","","84","96","","","","","","15.94","13.98","180","109","","75","14.46","3.21","2157","4","","","9234.61",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","52056","192L1678","","plot","127006","19CLPYL1291","2","2","1291","22","35","test","","","","","","","","","","","","","84","95","","","","","","16.51","13.71","179","102","","80","12.9","","561","3","","","8992.79",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","45864","192L1628","","plot","126149","19CLPYL1292","2","2","1292","22","34","test","","","","","","","","","","","","","85","95","","","","","","15.85","13.77","180","106","","80","13.87","2.53","1713","4","","","9104.39",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","52067","192L1497","","plot","127087","19CLPYL1293","2","2","1293","22","33","test","","","","","","","","","","","","","89","95","","","","","","19.97","14.01","184","104","","80","15.18","1.45","967","3","","","8813.36",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","51830","192L1515","","plot","126099","19CLPYL1294","2","2","1294","22","32","test","","","","","","","","","","","","","87","96","","","","","","21.71","13.75","183","102","","80","15.31","2","1330","4","","","8456.5",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","47413","192L1485","","plot","126218","19CLPYL1295","2","2","1295","22","31","test","","","","","","","","","","","","","86","96","","","","","","23.14","13.57","182","101","","80","14.66","2.29","1537","5","","","8193.69",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","42372","192L1694","","plot","127016","19CLPYL1296","2","2","1296","22","30","test","","","","","","","","","","","","","86","95","","","","","","19.3","13.67","181","105","","85","13.94","3.2","2164","3","","","8667.15",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","56656","192L1210","","plot","126484","19CLPYL1297","2","2","1297","22","29","test","","","","","","","","","","","","","90","95","","","","","","19.12","13.18","185","104","","85","15.3","1.43","955","3","","","8379.35",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","47108","192L1198","","plot","126816","19CLPYL1298","2","2","1298","22","28","test","","","","","","","","","","","","","85","95","","","","","","18.67","12.67","180","101","","85","15.58","1.67","1106","4","","","8100.26",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","51166","192L1496","","plot","126599","19CLPYL1299","2","2","1299","22","27","test","","","","","","","","","","","","","85","95","","","","","","16.18","11.62","180","100","","80","15.06","2.87","1917","4","","","7656.43",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","48690","192L1130","","plot","125965","19CLPYL130","1","1","130","6","21","test","","","","","","","","","","","12.81","6.7","92","96","7.31","2.98","1.96","41.3","2.45","23.13","12.59","188","101","","90","16.42","3.29","2159","3","68.15","62.72","7607.71",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","45185","192L1194","","plot","126409","19CLPYL1300","2","2","1300","22","26","test","","","","","","","","","","","","","89","96","","","","","","20.46","12.48","185","96","","80","14.44","3.55","2386","4","","","7800.82",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","58923","192L1190","","plot","126981","19CLPYL1301","2","2","1301","23","26","test","","","","","","","","","","","","","79","95","","","","","","17.27","13.59","174","100","","80","15.38","2.05","1363","3","","","8838.38",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","61054","192L1241","","plot","126811","19CLPYL1302","2","2","1302","23","27","test","","","","","","","","","","","","","84","96","","","","","","15.75","15.1","180","94","","80","14.29","1.65","1114","3","","","9994.85",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","57132","192L1007","","plot","126983","19CLPYL1303","2","2","1303","23","28","test","","","","","","","","","","","","","85","96","","","","","","18.17","14.77","181","90","","80","13.03","2.25","1540","3","","","9497.21",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","52913","192L1687","","plot","125885","19CLPYL1304","2","2","1304","23","29","test","","","","","","","","","","","","","81","95","","","","","","18.34","15.01","176","93","","80","14.27","3.2","2156","3","","","9634.6",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","47585","192L1527","","plot","125879","19CLPYL1305","2","2","1305","23","30","test","","","","","","","","","","","","","85","95","","","","","","16.44","14.19","180","103","","80","15.12","1.84","1228","3","","","9318.69",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","47380","192L1185","","plot","126265","19CLPYL1306","2","2","1306","23","31","test","","","","","","","","","","","","","86","96","","","","","","17.24","14.54","182","105","","80","13.93","2.53","1710","4","","","9456.96",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","48402","192L1180","","plot","126344","19CLPYL1307","2","2","1307","23","32","test","","","","","","","","","","","","","89","95","","","","","","21.26","13.69","184","108","","80","15.47","2.08","1383","4","","","8471.65",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","52942","192L1236","","plot","125768","19CLPYL1308","2","2","1308","23","33","test","","","","","","","","","","","","","86","96","","","","","","19.57","14.18","182","92","","80","13.21","2.08","1417","3","","","8963.07",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","50012","192L1034","","plot","126196","19CLPYL1309","2","2","1309","23","34","test","","","","","","","","","","","","","87","96","","","","","","16.44","13.72","183","102","","80","13.17","1.79","1220","3","","","9008.64",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","58320","192L1131","","plot","126366","19CLPYL131","1","1","131","6","20","test","","","","","","","","","","","9.92","6.5","84","96","7.28","3.05","2.26","39.9","2.39","18.29","14.01","180","106","","70","13.63","3.44","2333","4","70.56","65.62","8997.32",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","59209","192L1281","","plot","126515","19CLPYL1310","2","2","1310","23","35","test","","","","","","","","","","","","","85","96","","","","","","17.49","14.06","181","100","","80","15.91","2.79","1843","3","","","9118.34",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","53992","192L1010","","plot","125973","19CLPYL1311","2","2","1311","23","36","test","","","","","","","","","","","","","84","96","","","","","","12.46","13.72","180","105","","80","12.54","1.74","1199","3","","","9435.95",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","54561","192L1138","","plot","126548","19CLPYL1312","2","2","1312","23","37","test","","","","","","","","","","","","","85","96","","","","","","15.46","12.89","181","87","","80","14.44","2.82","1893","3","","","8563.56",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","56670","192L1692","","plot","127119","19CLPYL1313","2","2","1313","23","38","test","","","","","","","","","","","","","86","97","","","","","","18.53","12.81","183","104","","80","16.81","3.88","2538","4","","","8201.41",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","60270","192L1571","","plot","126911","19CLPYL1314","2","2","1314","23","39","test","","","","","","","","","","","","","88","95","","","","","","16.77","14.96","183","109","","85","16.78","2.24","1464","2","","","9782.3",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","54776","192L1385","","plot","126300","19CLPYL1315","2","2","1315","23","40","test","","","","","","","","","","","","","86","96","","","","","","16.87","14.83","182","95","","85","16.8","3.16","2063","3","","","9686.23",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","55208","192L1203","","plot","126164","19CLPYL1316","2","2","1316","23","41","test","","","","","","","","","","","","","89","95","","","","","","19.99","14.16","184","111","","80","14.97","3.65","2436","3","","","8902.78",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","51236","192L1421","","plot","126618","19CLPYL1317","2","2","1317","23","42","test","","","","","","","","","","","","","86","96","","","","","","18.59","14.47","182","113","","80","15.55","3.01","2000","4","","","9258.92",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","47946","192L1435","","plot","125776","19CLPYL1318","2","2","1318","23","43","test","","","","","","","","","","","","","84","96","","","","","","14.29","12.76","180","116","","75","13.72","3.4","2306","4","","","8593.2",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","58345","192L1181","","plot","126356","19CLPYL1319","2","2","1319","23","44","test","","","","","","","","","","","","","84","95","","","","","","14.89","14.96","179","107","","80","19.87","2.73","1718","3","","","10004.28",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","55080","192L1132","","plot","127019","19CLPYL132","1","1","132","6","19","test","","","","","","","","","","","12.68","8.9","89","95","7.07","2.9","2.08","38.6","2.44","19.38","13.32","184","107","","90","12.51","3.21","2208","3","70.89","66.11","8438.57",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","58575","192L1525","","plot","126738","19CLPYL1320","2","2","1320","23","45","test","","","","","","","","","","","","","88","96","","","","","","16.72","14.41","184","88","","80","18.28","3.86","2482","4","","","9431.47",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","47915","192L1119","","plot","126004","19CLPYL1321","2","2","1321","23","46","test","","","","","","","","","","","","","81","96","","","","","","17.92","14.54","177","98","","75","17.81","1.62","1044","4","","","9381.3",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","48398","192L1438","","plot","125992","19CLPYL1322","2","2","1322","23","47","test","","","","","","","","","","","","","85","95","","","","","","18.72","14.18","180","98","","85","20.18","2.05","1285","3","","","9059.5",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","60252","192L1524","","plot","126361","19CLPYL1323","2","2","1323","23","48","test","","","","","","","","","","","","","89","95","","","","","","19.57","13.25","184","101","","85","17.87","2.47","1597","3","","","8377.19",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","48846","192L1250","","plot","126867","19CLPYL1324","2","2","1324","23","49","test","","","","","","","","","","","","","90","96","","","","","","21.76","13.26","186","91","","80","19.98","4.32","2719","3","","","8154.12",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","48429","192L1219","","plot","126241","19CLPYL1325","2","2","1325","23","50","test","","","","","","","","","","","","","87","95","","","","","","22.34","16.47","182","107","","80","19.96","3.47","2186","3","","","10053.98",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","46029","192L1270","","plot","126691","19CLPYL1326","2","2","1326","24","50","test","","","","","","","","","","","","","79","95","","","","","","20.44","14.52","174","100","","80","19.68","2.19","1379","3","","","9076.35",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","55715","192L1431","","plot","126662","19CLPYL1327","2","2","1327","24","49","test","","","","","","","","","","","","","83","96","","","","","","17.63","14.18","179","98","","80","17.48","2.44","1582","4","","","9176.96",""
"2019","167","LSU Rice","LSU rice breeding program","335","PY_CL_LONG_RRS_2019","Preliminary yield trial data","RCBD","","","","","","","","32","Rice Research Station","49473","192L1563","","plot","126243","19CLPYL1328","2","2","1328","24","48","test","","","","","","","","","","","","","83","96","","","","","","18.38","14.98","179","102","","80","18.38","3.03","1940","3","","","9611.28",""
